"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
1825,"Male","18-25","Caucasian","Low_Income_Area",85744,661,33,0.56,61556,"Business",0,"Bachelor","Single","Manual","YES"
1826,"Male","51-65","African_American","Suburban",49793,666,33,0.53,25940,"Business",1,"High_School","Single","Service","YES"
1827,"Female","26-35","African_American","Suburban",83843,799,22,0.48,18703,"Business",0,"Master","Single","Service","YES"
1828,"Male","26-35","Caucasian","Urban_Center",56052,581,7,0.28,88756,"Car",1,"PhD","Widowed","Manual","NO"
1829,"Male","51-65","Caucasian","Urban_Center",82234,604,38,0.26,8978,"Car",0,"Bachelor","Married","Professional","NO"
1830,"Male","36-50","Caucasian","Suburban",60562,649,4,0.74,63583,"Personal",0,"Master","Single","Professional","YES"
1831,"Male","18-25","Caucasian","Rural",52791,535,34,0.64,51380,"Education",0,"Master","Married","Manual","NO"
1832,"Male","36-50","Caucasian","Suburban",40435,671,26,0.18,9922,"Car",0,"PhD","Divorced","Professional","YES"
1833,"Male","51-65","African_American","Suburban",45048,678,1,0.55,6312,"Education",1,"PhD","Single","Service","NO"
1834,"Female","26-35","Caucasian","Suburban",57742,530,35,0.36,75225,"Home",1,"Bachelor","Married","Unemployed","NO"
1835,"Female","36-50","Caucasian","Suburban",64193,525,35,0.42,32993,"Business",0,"Master","Divorced","Professional","YES"
1836,"Female","65+","Caucasian","Urban_Center",75287,643,33,0.45,58798,"Car",0,"High_School","Single","Service","NO"
1837,"Male","26-35","Caucasian","Suburban",63475,582,6,0.33,48840,"Car",0,"Master","Divorced","Professional","YES"
1838,"Female","36-50","Caucasian","Suburban",89648,722,27,0.56,19806,"Car",0,"Master","Single","Service","YES"
1839,"Male","18-25","Hispanic","Rural",40203,594,19,0.65,99390,"Home",1,"Bachelor","Married","Professional","NO"
1840,"Male","51-65","Caucasian","Low_Income_Area",76098,642,36,0.71,66741,"Education",1,"High_School","Married","Service","YES"
1841,"Female","36-50","Asian","Suburban",83333,694,24,0.77,5506,"Education",1,"Master","Divorced","Service","YES"
1842,"Female","26-35","Hispanic","Urban_Center",75205,573,29,0.18,16839,"Home",1,"Bachelor","Married","Professional","YES"
1843,"Female","18-25","Caucasian","Urban_Center",62419,742,10,0.75,84627,"Home",0,"Master","Married","Manual","NO"
1844,"Male","36-50","African_American","Suburban",54893,681,1,0.43,8532,"Car",0,"Master","Married","Manual","NO"
1845,"Female","36-50","Caucasian","Rural",36808,850,9,0.33,27613,"Car",0,"Master","Married","Professional","YES"
1846,"Female","51-65","Caucasian","Urban_Center",34127,618,4,0.52,11637,"Education",0,"Bachelor","Married","Manual","NO"
1847,"Male","26-35","Hispanic","Urban_Center",78972,453,20,0.42,7366,"Business",1,"Master","Married","Manual","NO"
1848,"Female","26-35","Asian","Urban_Center",58637,767,30,0.15,98457,"Car",0,"High_School","Single","Manual","NO"
1849,"Male","26-35","Hispanic","Rural",34714,651,24,0.32,14951,"Car",0,"Bachelor","Married","Unemployed","NO"
1850,"Female","65+","Asian","Rural",75308,811,15,0.54,69543,"Home",0,"PhD","Married","Manual","YES"
1851,"Male","65+","Caucasian","Low_Income_Area",80792,553,2,0.5,73325,"Education",1,"Master","Divorced","Service","YES"
1852,"Male","36-50","Caucasian","Rural",25000,850,4,0.35,18027,"Education",0,"Bachelor","Single","Professional","YES"
1853,"Female","51-65","Caucasian","Rural",101764,792,38,0.36,44842,"Home",0,"Master","Divorced","Service","YES"
1854,"Female","36-50","African_American","Suburban",89702,630,32,0.67,17643,"Car",0,"High_School","Married","Professional","NO"
1855,"Male","26-35","African_American","Rural",39675,762,36,0.77,54424,"Education",2,"Master","Married","Professional","NO"
1856,"Male","36-50","Caucasian","Urban_Center",48916,642,39,0.78,50610,"Car",0,"High_School","Single","Professional","NO"
1857,"Non-binary","18-25","Caucasian","Urban_Center",69167,849,15,0.36,37730,"Business",1,"Bachelor","Divorced","Service","YES"
1858,"Female","36-50","Caucasian","Suburban",72288,590,28,0.4,98518,"Home",0,"Master","Married","Manual","NO"
1859,"Male","36-50","Caucasian","Suburban",41189,667,2,0.33,47453,"Business",0,"Master","Single","Manual","YES"
1860,"Male","18-25","Other","Urban_Center",52258,547,1,0.16,79609,"Personal",0,"Bachelor","Married","Professional","YES"
1861,"Male","26-35","Hispanic","Rural",126675,641,34,0.42,11473,"Education",0,"Master","Single","Manual","YES"
1862,"Male","26-35","Caucasian","Rural",83750,560,26,0.21,71265,"Car",0,"High_School","Married","Manual","YES"
1863,"Female","18-25","Caucasian","Rural",92811,824,39,0.4,82089,"Car",0,"High_School","Divorced","Service","YES"
1864,"Male","51-65","Caucasian","Rural",49132,618,7,0.46,41072,"Personal",0,"High_School","Married","Service","NO"
1865,"Male","18-25","Caucasian","Urban_Center",58847,590,5,0.63,88992,"Home",1,"High_School","Married","Service","YES"
1866,"Female","51-65","African_American","Suburban",37972,762,18,0.48,24545,"Car",0,"Master","Divorced","Service","NO"
1867,"Female","36-50","Caucasian","Urban_Center",72249,477,23,0.59,76734,"Car",0,"Bachelor","Divorced","Service","NO"
1868,"Male","18-25","Asian","Suburban",63995,756,37,0.26,49687,"Home",1,"High_School","Widowed","Professional","NO"
1869,"Female","51-65","Caucasian","Suburban",111236,579,3,0.14,15171,"Business",0,"Master","Single","Professional","YES"
1870,"Male","18-25","Caucasian","Suburban",58637,669,28,0.77,93709,"Car",0,"Bachelor","Married","Professional","YES"
1871,"Female","36-50","Caucasian","Urban_Center",65214,516,12,0.28,40561,"Personal",0,"Bachelor","Married","Manual","YES"
1872,"Male","18-25","Caucasian","Rural",46176,712,25,0.44,64992,"Personal",0,"Master","Married","Manual","YES"
1873,"Female","36-50","African_American","Rural",69607,747,29,0.33,73831,"Education",1,"Bachelor","Divorced","Service","NO"
1874,"Female","26-35","Hispanic","Rural",49323,685,26,0.48,9994,"Home",1,"Bachelor","Married","Service","NO"
1875,"Female","18-25","Caucasian","Suburban",44231,584,3,0.68,71218,"Car",1,"Master","Widowed","Service","NO"
1876,"Male","36-50","Caucasian","Rural",62916,709,13,0.3,31497,"Car",0,"Bachelor","Married","Manual","YES"
1877,"Female","36-50","Caucasian","Suburban",46934,627,5,0.44,6174,"Home",0,"High_School","Widowed","Professional","NO"
1878,"Female","51-65","African_American","Urban_Center",47750,668,15,0.41,56323,"Car",0,"Bachelor","Married","Manual","YES"
1879,"Male","36-50","Caucasian","Low_Income_Area",75195,607,14,0.58,11175,"Car",1,"High_School","Married","Professional","YES"
1880,"Female","18-25","Caucasian","Urban_Center",86778,850,20,0.22,28902,"Car",1,"Bachelor","Single","Service","NO"
1881,"Male","65+","Hispanic","Suburban",82380,474,12,0.43,26347,"Personal",0,"Master","Married","Professional","NO"
1882,"Female","36-50","Caucasian","Suburban",64897,713,3,0.66,11029,"Car",0,"Master","Married","Professional","NO"
1883,"Female","36-50","Caucasian","Rural",66821,841,20,0.33,7964,"Home",0,"High_School","Single","Service","YES"
1884,"Female","18-25","Caucasian","Suburban",49849,565,39,0.65,81335,"Personal",0,"High_School","Divorced","Service","NO"
1885,"Female","18-25","Caucasian","Rural",70903,479,18,0.62,81115,"Home",0,"Bachelor","Widowed","Service","NO"
1886,"Male",NA,"Asian","Suburban",84974,528,21,0.35,63929,"Business",0,"Master","Married","Manual","YES"
1887,"Female",NA,"Other","Low_Income_Area",45562,661,1,0.79,38082,"Education",0,"Bachelor","Married","Professional","NO"
1888,"Female","26-35","Caucasian","Low_Income_Area",84985,792,1,0.18,31542,"Business",0,"Master","Divorced","Professional","YES"
1889,"Female","51-65","African_American","Urban_Center",52006,718,4,0.45,83629,"Home",0,"Master","Divorced","Professional","NO"
1890,"Male","26-35","Asian","Urban_Center",73604,667,24,0.39,95263,"Car",0,"Bachelor","Divorced","Service","YES"
1891,"Male",NA,"African_American","Suburban",37231,549,22,0.1,46319,"Personal",0,"Master","Divorced","Manual","YES"
1892,"Non-binary","26-35","Other","Suburban",68423,575,35,0.33,40878,"Home",0,"Bachelor","Widowed","Service","YES"
1893,"Female","36-50","African_American","Low_Income_Area",91214,657,27,0.22,91006,"Car",0,"High_School","Divorced","Unemployed","YES"
1894,"Male","36-50","Caucasian","Urban_Center",63435,657,27,0.61,30896,"Business",1,"High_School","Divorced","Professional","NO"
1895,"Non-binary","26-35","African_American","Low_Income_Area",33345,634,37,0.39,5255,"Car",0,"Bachelor","Widowed","Unemployed","YES"
1896,"Male","51-65","Caucasian","Suburban",97627,465,35,0.62,6770,"Education",0,"Master","Widowed","Manual","NO"
1897,"Female","26-35","Asian","Urban_Center",48562,675,29,0.14,26996,"Education",0,"Master","Single","Service","NO"
1898,"Male","36-50","Asian","Low_Income_Area",45390,627,23,0.5,42180,"Personal",0,"PhD","Divorced","Professional","NO"
1899,"Female","65+",NA,"Urban_Center",52690,492,20,0.54,82795,"Personal",0,"Master","Married","Service","NO"
1900,"Male","36-50","Caucasian","Rural",45089,476,16,0.35,52142,"Education",0,"Bachelor","Single","Professional","YES"
1901,"Female","51-65","Caucasian","Rural",68945,666,29,0.3,64029,"Home",0,"High_School","Married","Professional","NO"
1902,"Female","36-50","African_American","Suburban",71663,560,39,0.61,11648,"Car",1,"Master","Married","Professional","NO"
1903,"Female","51-65","Other","Suburban",57778,467,5,0.63,42705,"Home",0,"Master","Married","Unemployed","NO"
1904,"Male","26-35","Caucasian","Suburban",81447,640,10,0.39,36188,"Education",1,"Master","Single","Service","YES"
1905,"Male","26-35","Caucasian","Urban_Center",73916,699,0,0.68,93608,"Education",1,"Bachelor","Married","Service","NO"
1906,"Male","26-35","Hispanic","Suburban",39417,753,10,0.72,93021,"Home",1,"Bachelor","Single","Unemployed","NO"
1907,"Male","26-35","Asian","Suburban",78192,551,16,0.12,38421,"Home",0,"Master","Married","Manual","YES"
1908,"Male","18-25","African_American","Urban_Center",39020,647,28,0.15,95292,"Business",0,"Bachelor","Divorced","Service","YES"
1909,"Male","65+","Caucasian","Suburban",63324,763,15,0.6,99580,"Car",1,"PhD","Married","Professional","NO"
1910,"Male","18-25","Caucasian","Urban_Center",59531,501,25,0.25,54748,"Education",0,"PhD","Married","Service","NO"
1911,"Female","26-35","Other","Rural",49023,764,8,0.68,51375,"Education",0,"Bachelor","Married","Unemployed","NO"
1912,"Male","51-65","Caucasian","Rural",87524,832,19,0.26,97565,"Education",0,"Bachelor","Married","Service","YES"
1913,"Male","26-35","Caucasian","Suburban",65516,576,0,0.27,24440,"Education",0,"Bachelor","Married","Professional","YES"
1914,"Male","36-50","Caucasian","Suburban",75371,636,31,0.15,51714,"Home",1,"Bachelor","Single","Service","NO"
1915,"Male","51-65","Caucasian","Rural",64096,300,3,0.22,46490,"Car",0,"Bachelor","Single","Professional","NO"
1916,"Female","51-65","Caucasian","Suburban",47314,452,29,0.4,83176,"Education",0,"PhD","Single","Manual","YES"
1917,"Female",NA,"Hispanic","Urban_Center",76624,780,37,0.12,77168,"Business",1,"High_School","Married","Service","NO"
1918,"Male","36-50","Caucasian","Suburban",49063,359,33,0.42,92919,"Education",0,"Bachelor","Single","Professional","NO"
1919,"Male","65+","Hispanic","Low_Income_Area",81991,660,5,0.68,90545,"Car",0,"High_School","Married","Manual","NO"
1920,"Female","65+","Caucasian","Suburban",113341,542,21,0.27,8659,"Business",1,"Bachelor","Widowed","Professional","NO"
1921,"Male","36-50","African_American","Low_Income_Area",71863,627,20,0.79,84328,"Education",0,"High_School","Married","Unemployed","NO"
1922,"Female","26-35","African_American","Rural",78495,588,2,0.57,13580,"Education",0,"Bachelor","Married","Professional","NO"
1923,"Non-binary","65+","African_American","Suburban",73744,631,15,0.42,22783,"Business",0,"Master","Widowed","Manual","YES"
1924,"Female","36-50","African_American","Suburban",90019,635,25,0.78,38649,"Home",0,"Bachelor","Married","Unemployed","YES"
1925,"Male","26-35","Caucasian","Urban_Center",40016,693,38,0.71,7511,"Education",0,"PhD","Single","Manual","YES"
1926,"Female","26-35","African_American","Suburban",45868,621,23,0.56,27369,"Education",1,"High_School","Married","Professional","NO"
1927,"Male","65+","Other","Low_Income_Area",66478,760,22,0.72,72679,"Education",0,"Bachelor","Divorced","Manual","YES"
1928,"Female","51-65","Hispanic","Suburban",63805,545,7,0.54,69642,"Education",0,"High_School","Divorced","Manual","NO"
1929,"Male","36-50","Caucasian","Urban_Center",41983,645,39,0.48,56874,"Car",0,"High_School","Married","Professional","YES"
1930,"Non-binary","18-25","Caucasian","Rural",29924,440,12,0.78,82525,"Car",0,"Bachelor","Widowed","Manual","NO"
1931,"Male","18-25","Caucasian","Suburban",55567,699,34,0.46,96024,"Personal",0,"Master","Single","Manual","YES"
1932,"Female","18-25","Caucasian","Rural",97904,665,34,0.45,10245,"Car",0,"Master","Married","Professional","YES"
1933,"Female",NA,"Caucasian","Suburban",109883,729,2,0.79,65511,"Car",0,"Bachelor","Married","Unemployed","YES"
1934,"Female","36-50","Caucasian","Low_Income_Area",81704,511,2,0.53,73540,"Home",0,"High_School","Single","Manual","NO"
1935,"Female","36-50","Hispanic","Low_Income_Area",32593,596,22,0.33,92541,"Car",0,"Bachelor","Widowed","Manual","NO"
1936,"Female","18-25","Other","Urban_Center",79992,529,26,0.56,95042,"Education",1,"Bachelor","Single","Unemployed","YES"
1937,"Female","36-50","Caucasian","Low_Income_Area",54196,642,27,0.18,43884,"Education",0,"Bachelor","Divorced","Professional","YES"
1938,"Male","36-50","Caucasian","Urban_Center",67560,568,11,0.12,95935,"Business",0,"Bachelor","Single","Service","YES"
1939,"Female","51-65","Caucasian","Suburban",78550,620,11,0.72,51111,"Business",0,"Bachelor","Married","Manual","YES"
1940,"Male","18-25","Caucasian","Rural",98199,762,6,0.72,77575,"Home",0,"High_School","Single","Manual","NO"
1941,"Male","18-25",NA,"Urban_Center",67688,834,14,0.29,45458,"Car",0,"PhD","Divorced","Manual","NO"
1942,"Female","36-50","African_American","Low_Income_Area",50932,457,10,0.63,86037,"Home",0,"Master","Divorced","Service","NO"
1943,"Female","36-50","Caucasian","Suburban",80299,514,20,0.15,94173,"Car",0,"Bachelor","Widowed","Professional","YES"
1944,"Male","26-35","Caucasian","Suburban",81395,768,8,0.61,89537,"Car",0,"Bachelor","Single","Professional","NO"
1945,"Female","26-35","Other","Urban_Center",83077,658,1,0.36,78125,"Home",0,"Bachelor","Single","Manual","YES"
1946,"Male","51-65","Caucasian","Urban_Center",87876,551,23,0.13,71840,"Home",0,"High_School","Married","Manual","YES"
1947,"Female","65+","Caucasian","Suburban",70775,720,1,0.24,29228,"Personal",0,"PhD","Married","Service","NO"
1948,"Male","65+","Caucasian","Suburban",46135,534,15,0.52,26822,"Business",0,"High_School","Married","Service","NO"
1949,"Male","36-50","Asian","Urban_Center",67664,636,9,0.21,56250,"Car",0,"Master","Single","Manual","YES"
1950,"Female","36-50","Hispanic","Rural",29757,687,29,0.17,33925,"Home",1,"High_School","Married","Manual","NO"
1951,"Female","18-25","African_American","Low_Income_Area",88016,729,27,0.79,23656,"Education",0,"Bachelor","Single","Service","NO"
1952,"Male","65+","Caucasian","Low_Income_Area",75113,718,6,0.57,58839,"Home",0,"Bachelor","Single","Manual","NO"
1953,"Female","51-65","Caucasian","Suburban",79054,705,35,0.45,5405,"Business",0,"Bachelor","Widowed","Unemployed","YES"
1954,"Female","36-50","Caucasian","Suburban",68222,691,21,0.23,41376,"Car",1,"Bachelor","Married","Manual","YES"
1955,"Male","36-50","Caucasian","Urban_Center",25000,747,0,0.6,28095,"Home",0,"Bachelor","Single","Manual","YES"
1956,"Female","26-35","Hispanic","Suburban",52806,615,27,0.35,44439,"Education",1,"Master","Divorced","Manual","NO"
1957,"Female","36-50","Asian","Low_Income_Area",83886,541,17,0.11,35821,"Personal",0,"Master","Married","Service","NO"
1958,"Male","36-50","Hispanic","Suburban",59526,691,28,0.16,10689,"Car",0,"Bachelor","Married","Professional","YES"
1959,"Male","18-25","Other","Suburban",81741,687,7,0.48,32111,"Education",0,"Master","Single","Professional","YES"
1960,"Female","36-50","Caucasian","Urban_Center",46248,749,33,0.33,39272,"Personal",0,"PhD","Single","Professional","NO"
1961,"Non-binary","51-65","Caucasian","Suburban",70162,550,11,0.13,81115,"Car",0,"Bachelor","Divorced","Manual","YES"
1962,"Female","51-65","Caucasian","Suburban",54039,685,21,0.15,69923,"Car",0,"Master","Single","Service","NO"
1963,"Female","65+","Other","Urban_Center",52017,605,34,0.58,10868,"Education",0,"Master","Divorced","Service","NO"
1964,"Female","51-65","Caucasian","Suburban",61283,715,9,0.24,70189,"Car",0,"Master","Divorced","Manual","YES"
1965,"Female","36-50","Other","Low_Income_Area",99295,764,39,0.64,40607,"Home",0,"Master","Divorced","Service","NO"
1966,"Female","36-50","African_American","Suburban",68444,735,31,0.35,9325,"Personal",0,"High_School","Single","Manual","NO"
1967,"Female","36-50","Caucasian","Suburban",69449,548,15,0.33,64152,"Car",1,"High_School","Married","Service","NO"
1968,"Female","36-50","Asian","Low_Income_Area",96837,563,25,0.36,25147,"Education",0,"Bachelor","Single","Service","NO"
1969,"Male","18-25","Caucasian","Suburban",59246,589,21,0.31,57197,"Home",0,"Bachelor","Single","Professional","NO"
1970,"Male","36-50","Hispanic","Suburban",75355,694,24,0.59,29344,"Home",0,"Bachelor","Divorced","Unemployed","NO"
1971,"Female","36-50","Caucasian","Urban_Center",50538,579,2,0.74,30606,"Education",0,"PhD","Divorced","Manual","NO"
1972,"Male","18-25","Other","Urban_Center",81967,671,15,0.26,38072,"Home",0,"Bachelor","Divorced","Manual","NO"
1973,"Female","26-35","Caucasian","Suburban",38060,761,40,0.2,89342,"Car",1,"PhD","Married","Service","YES"
